c2,xcoord,ycoord,CVEGEO
menos10,-97.79,19.41,29004
menos10,-98.45,19.53,29020
menos10,-96.82,18.77,30052
menos10,-89.51,21.08,31013
menos10,-96.66,18.94,30125
menos10,-92.78,16.72,7111
menos10,-89.21,20.76,31064
menos10,-101.17,19.34,16049
menos10,-99.17,23.70,28041
menos10,-96.23,17.37,20280
menos10,-98.83,17.32,12072
menos10,-96.67,19.34,30017
menos10,-98.74,22.09,24040
menos10,-89.26,21.22,31082
menos10,-98.70,17.43,12020
menos10,-96.21,17.07,20506
menos10,-99.80,21.27,11006
menos10,-98.61,20.52,13036
menos10,-98.42,17.10,12078
menos10,-98.59,19.36,21180
menos10,-101.69,19.38,16079
menos10,-96.18,17.41,20223
menos10,-100.49,19.57,16098
menos10,-92.77,15.96,7020
menos10,-96.34,15.97,20253
menos10,-96.58,17.21,20363
menos10,-100.14,19.39,15111
menos10,-102.35,19.33,16083
menos10,-105.26,22.46,18001
menos10,-97.04,16.65,20535
menos10,-98.34,20.26,13035
menos10,-97.28,18.72,30006
menos10,-97.18,19.40,30025
menos10,-95.88,18.19,30190
menos10,-96.72,16.07,20366
menos10,-92.56,15.36,7032
menos10,-98.13,20.06,21008
menos10,-100.03,17.73,12032
menos10,-96.22,17.32,20216
menos10,-93.69,16.00,7097
menos10,-103.84,19.31,6010
menos10,-99.33,21.37,22009
menos10,-97.15,17.75,20270
menos10,-98.54,20.23,13024
menos10,-96.93,17.37,20150
menos10,-92.21,14.75,7035
menos10,-95.04,16.47,20030
menos10,-97.57,19.75,21211
menos10,-89.35,20.72,31015
menos10,-98.26,16.38,20168
menos10,-98.37,17.38,12004
menos10,-106.45,25.07,10002
menos10,-104.40,21.18,18007
menos10,-96.78,17.33,20193
menos10,-98.53,19.23,21122
menos10,-98.55,22.79,28012
menos10,-100.85,19.73,16072
menos10,-88.67,21.43,31028
menos10,-95.22,16.19,20079
menos10,-99.69,18.97,15113
menos10,-97.93,19.21,29037
menos10,-102.07,20.31,16069
menos10,-99.87,23.33,28006
menos10,-96.22,19.19,30193
menos10,-97.06,16.51,20277
menos10,-101.53,20.12,16071
menos10,-94.41,16.65,20265
menos10,-96.25,17.22,20503
menos10,-103.92,19.19,6004
menos10,-98.39,20.04,13056
menos10,-97.24,16.21,20497
menos10,-97.44,19.74,21054
menos10,-96.08,16.93,20517
menos10,-100.31,25.64,19039
menos10,-106.80,24.48,25005
menos10,-100.04,18.98,15077
menos10,-98.25,17.36,20242
menos10,-103.54,19.43,14103
menos10,-99.55,18.80,15119
menos10,-100.34,19.44,16112
menos10,-97.13,18.42,21010
menos10,-97.67,19.56,21105
menos10,-96.87,18.14,20249
menos10,-100.52,19.43,16047
menos10,-96.78,18.07,20040
menos10,-104.23,20.82,14075
menos10,-99.62,22.10,24002
menos10,-98.01,17.06,20020
menos10,-100.19,25.79,19006
menos10,-99.19,21.26,22010
menos10,-104.47,19.60,14021
menos10,-103.77,19.95,14086
menos10,-105.32,23.41,10023
menos10,-96.95,19.68,30036
menos10,-95.72,18.33,30208
menos10,-95.80,18.55,30005
menos10,-96.94,18.93,30044
menos10,-95.15,16.24,20308
menos10,-106.37,23.95,25016
menos10,-86.91,20.45,23001
menos10,-99.56,24.59,28020
menos10,-96.05,16.30,20428
menos10,-96.99,18.90,30068
menos10,-101.63,19.80,16016
menos10,-97.79,19.82,21172
menos10,-98.48,19.00,21175
menos10,-96.52,17.52,20296
menos10,-96.85,16.58,20017
menos10,-101.28,19.67,16053
menos10,-100.91,19.43,16101
menos10,-102.24,20.16,16030
menos10,-101.46,19.52,16039
menos10,-99.40,19.01,15063
menos10,-97.62,17.08,20269
menos10,-96.47,16.02,20306
menos10,-94.59,16.52,20066
menos10,-93.14,16.74,7101
menos10,-99.48,19.72,15112
menos10,-100.47,19.72,16041
menos10,-97.19,16.53,20229
menos10,-99.64,19.17,15018
menos10,-97.52,16.63,20450
menos10,-98.02,17.19,20469
menos10,-96.65,17.26,20504
menos10,-104.03,19.37,6008
menos10,-103.19,19.23,14087
menos10,-103.42,20.31,14050
menos10,-103.76,19.52,14122
menos10,-97.15,19.70,30107
menos10,-94.73,16.58,20505
menos10,-97.58,19.85,21207
menos10,-93.23,16.08,7107
menos10,-96.92,18.78,30041
menos10,-105.15,20.70,14067
menos10,-92.39,15.80,7030
menos10,-95.07,16.88,20427
menos10,-93.94,16.25,7009
menos10,-98.59,19.56,29006
menos10,-92.20,14.82,7055
menos10,-102.45,19.89,16084
menos10,-93.67,16.52,7046
menos10,-97.04,18.04,20206
menos10,-100.27,18.70,15008
menos10,-98.99,19.04,17023
menos10,-95.78,15.97,20307
menos10,-95.55,16.23,20282
menos10,-96.69,19.14,30043
menos10,-107.58,27.81,8009
menos10,-95.15,16.36,20124
menos10,-105.81,23.06,25014
menos10,-99.77,23.62,28026
menos10,-98.33,19.74,13007
menos10,-98.22,17.22,20016
menos10,-97.86,17.22,20240
menos10,-100.51,20.20,11019
menos10,-103.88,20.08,14032
menos10,-95.95,18.20,30176
menos10,-89.45,21.13,31051
menos10,-95.39,16.22,20515
menos10,-103.59,19.86,14082
menos10,-96.62,16.18,20391
menos10,-96.85,17.87,20019
menos10,-97.00,19.70,30177
menos10,-99.09,23.89,28013
menos10,-102.25,19.87,16085
menos10,-94.74,16.34,20130
menos10,-89.32,21.05,31054
menos10,-97.96,24.89,28035
menos10,-92.25,16.12,7104
menos10,-104.31,19.74,14015
menos10,-96.13,17.29,20100
menos10,-102.76,18.78,16002
menos10,-104.43,20.05,14017
menos10,-98.44,24.63,28010
menos10,-96.91,18.03,20058
menos10,-102.10,19.81,16025
menos10,-97.10,18.56,30019
menos10,-100.94,19.77,16040
menos10,-92.61,16.44,7058
menos10,-97.15,18.84,30138
menos10,-99.19,17.31,12051
menos10,-103.07,19.89,14059
menos10,-96.91,16.51,20149
menos10,-96.88,18.86,30014
menos10,-105.99,23.41,25004
menos10,-102.01,20.18,16109
menos10,-94.20,16.27,20025
menos10,-97.80,17.04,20446
menos10,-97.59,19.96,21101
menos10,-96.92,19.61,30093
menos10,-95.92,16.51,20204
menos10,-102.12,18.97,16055
menos10,-92.98,16.61,7027
menos10,-97.27,16.44,20477
menos10,-95.61,15.98,20453
menos10,-98.72,19.03,15015
menos10,-95.25,16.51,20053
menos10,-103.58,20.09,14089
menos10,-99.59,21.14,22002
menos10,-99.99,19.25,15007
menos10,-97.07,17.76,20313
menos10,-104.10,19.84,14054
menos10,-104.42,20.68,14038
menos10,-102.70,19.76,16019
menos10,-96.20,17.15,20246
menos10,-98.35,20.12,13077
menos10,-100.32,17.84,12054
menos10,-98.78,19.34,15039
menos10,-97.01,16.93,20273
menos10,-98.40,17.78,20567
menos10,-94.82,16.49,20557
menos10,-97.30,18.93,21023
menos10,-98.24,19.43,29040
menos10,-96.89,17.09,20135
menos10,-96.92,18.11,20234
menos10,-96.16,17.18,20038
menos10,-98.58,17.27,12009
menos10,-98.74,18.97,15034
menos10,-96.45,16.88,20233
menos10,-99.80,17.63,12040
menos10,-98.12,19.22,29028
menos10,-100.32,19.11,15066
menos10,-96.15,17.25,20257
menos10,-98.31,16.43,20402
menos10,-97.76,17.01,20481
menos10,-98.98,24.48,28034
menos10,-92.09,15.76,7034
menos10,-96.45,19.05,30148
menos10,-99.98,21.36,11045
menos10,-106.71,24.95,10034
menos10,-96.54,17.40,20196
menos10,-97.99,19.53,29047
menos10,-98.88,20.74,13020
menos10,-106.59,25.26,10037
menos10,-99.15,20.97,13031
menos10,-98.27,24.13,28001
menos10,-102.01,19.16,16033
menos10,-97.21,19.26,21058
menos10,-116.89,32.25,2005
menos10,-102.88,19.33,14049
menos10,-96.29,16.97,20298
menos10,-97.90,22.28,28038
menos10,-100.21,19.78,16093
menos10,-99.37,17.34,12044
menos10,-107.40,25.59,25003
menos10,-92.72,16.62,7110
menos10,-92.61,16.32,7106
menos10,-98.51,22.20,24016
menos10,-103.62,20.00,14004
menos10,-101.01,19.67,16022
menos10,-102.42,18.94,16006
menos10,-107.27,24.65,25006
menos10,-99.98,25.74,19041
menos10,-97.14,16.92,20108
menos10,-102.59,19.65,16095
menos10,-99.80,25.85,19016
menos10,-92.69,16.92,7113
menos10,-96.20,16.09,20148
menos10,-99.45,26.21,19023
menos10,-100.62,19.22,16099
menos10,-98.57,19.08,21138
menos10,-98.45,19.17,21074
menos10,-100.34,19.75,16080
menos10,-101.86,19.16,16059
menos10,-99.99,18.73,15080
menos10,-100.27,26.16,19045
menos10,-96.70,18.71,30117
menos10,-106.31,23.47,25012
menos10,-89.34,21.26,31026
menos10,-88.31,21.49,31065
menos10,-97.93,19.48,29030
menos10,-104.40,20.85,18003
menos10,-103.35,19.62,14121
menos10,-100.93,18.08,12022
menos10,-98.49,19.82,13061
menos10,-99.27,19.27,9008
menos10,-101.42,18.93,16097
menos10,-98.66,20.14,13039
menos10,-105.69,22.72,25009
menos10,-99.70,26.30,19002
menos10,-99.98,18.09,12006
menos10,-104.66,22.13,18009
menos10,-92.19,15.37,7053
menos10,-98.85,24.93,28005
menos10,-96.91,16.79,20378
menos10,-103.73,20.17,14010
menos10,-98.44,25.22,28023
menos10,-97.34,18.63,21103
menos10,-100.19,25.98,19012
menos10,-96.24,16.89,20226
menos10,-93.38,16.35,7108
menos10,-99.94,18.94,15097
menos10,-99.18,23.01,28011
menos10,-97.36,18.86,21063
menos10,-96.80,18.83,30196
menos10,-103.95,19.85,14102
menos10,-98.54,17.43,12069
menos10,-97.20,19.65,30194
menos10,-103.60,19.33,6005
menos10,-98.61,18.92,21188
menos10,-96.77,19.67,30166
menos10,-99.87,18.54,12047
menos10,-98.33,17.68,20259
menos10,-100.56,26.57,19008
menos10,-99.61,21.61,24019
menos10,-102.45,19.50,16068
menos10,-94.67,17.99,30120
menos10,-96.45,19.25,30126
menos10,-96.26,17.18,20138
menos10,-96.03,18.17,30119
menos10,-99.81,18.72,15117
menos10,-96.92,16.84,20123
menos10,-105.69,24.98,10032
menos10,-101.99,19.73,16024
menos10,-99.55,19.83,15026
menos10,-96.91,16.90,20048
menos10,-99.67,18.65,12060
menos10,-97.81,18.40,21037
menos10,-96.97,17.74,20177
menos10,-99.29,19.47,15057
menos10,-97.70,17.34,20480
menos10,-96.50,16.90,20118
menos10,-100.20,18.25,12007
menos10,-107.73,26.57,8046
menos10,-97.93,19.56,29046
menos10,-96.43,15.92,20071
menos10,-94.93,16.38,20043
menos10,-99.72,22.44,24010
menos10,-103.68,18.97,6006
menos10,-96.39,19.44,30191
menos10,-108.11,25.97,25017
menos10,-96.21,16.22,20319
menos10,-96.69,16.99,20083
menos10,-98.24,20.26,21057
menos10,-100.40,19.66,16007
menos10,-99.47,19.44,15115
menos10,-103.77,19.39,6003
menos10,-92.88,16.50,7123
menos10,-103.11,20.02,14057
menos10,-98.85,24.02,28030
menos10,-96.03,16.77,20325
menos10,-101.22,19.09,16057
menos10,-96.98,19.60,30136
menos10,-101.55,19.61,16100
menos10,-100.61,17.92,12003
menos10,-98.77,19.57,15093
menos10,-95.17,16.46,20305
menos10,-100.15,26.57,19044
menos10,-95.17,16.63,20508
menos10,-92.66,16.52,7098
menos10,-96.22,17.28,20097
menos10,-99.47,19.35,15051
menos10,-104.03,19.68,14106
menos10,-97.05,18.53,30159
menos10,-98.83,19.47,15099
menos10,-104.84,23.97,10005
menos10,-95.26,16.62,20472
menos10,-97.87,18.67,21098
menos10,-96.76,17.24,20178
menos10,-98.83,22.57,28021
menos10,-99.72,19.90,15102
menos10,-98.73,19.21,15103
menos10,-97.08,17.62,20395
menos10,-99.71,26.07,19011
menos10,-99.59,25.65,19042
menos10,-108.68,26.26,25010
menos10,-101.24,20.08,11021
menos10,-99.88,26.65,19050
menos10,-100.46,19.29,16046
menos10,-102.86,19.07,16089
menos10,-99.64,19.59,15047
menos10,-106.84,24.04,25008
menos10,-100.26,18.54,15105
menos10,-98.51,19.20,21048
menos10,-104.75,21.16,18013
menos10,-98.78,18.88,17016
menos10,-98.67,17.74,12024
menos10,-100.80,19.06,16092
menos10,-99.42,18.46,12015
menos10,-99.52,20.98,22015
menos10,-96.79,16.78,20387
menos10,-105.37,21.96,18018
menos10,-99.41,25.92,19027
menos10,-99.81,18.12,12026
menos10,-97.37,16.86,20137
menos10,-95.28,16.42,20421
menos10,-95.88,16.60,20357
menos10,-95.03,16.36,20441
menos10,-89.47,21.24,31039
menos10,-96.56,16.89,20051
menos10,-97.38,16.78,20566
menos10,-104.58,21.04,18002
menos10,-100.48,21.40,11033
menos10,-102.07,19.65,16065
menos10,-99.53,19.45,15067
menos10,-105.52,22.34,18016
menos10,-103.35,20.11,14092
menos10,-99.61,17.80,12075
menos10,-100.12,19.18,15110
menos10,-109.48,30.49,26041
menos10,-95.66,16.35,20052
menos10,-104.02,20.26,14088
menos10,-97.14,17.65,20451
menos10,-92.73,16.55,7028
menos10,-98.71,18.91,17022
menos10,-100.64,25.34,5004
menos10,-100.35,26.47,19051
menos10,-108.28,26.68,25007
menos10,-101.90,20.10,16067
menos10,-88.08,21.55,31061
menos10,-107.03,26.17,8029
menos10,-99.87,19.97,15001
menos10,-96.62,17.40,20359
menos10,-103.78,21.11,14094
menos10,-105.94,24.70,10019
menos10,-99.57,18.97,15088
menos10,-99.87,18.83,15004
menos10,-104.59,21.36,18014
menos10,-105.74,24.23,10026
menos10,-105.24,22.79,18005
menos10,-98.52,24.26,28018
menos10,-96.50,17.18,20365
menos10,-100.55,21.77,24032
menos10,-98.77,24.63,28036
menos10,-99.49,18.88,15052
menos10,-100.43,19.89,16050
menos10,-97.07,17.17,20511
menos10,-92.26,15.43,7070
menos10,-99.91,18.36,12058
menos10,-99.89,24.23,19007
menos10,-100.30,19.18,15078
menos10,-97.06,17.23,20094
menos10,-97.30,17.08,20564
menos10,-89.53,21.15,31020
menos10,-98.72,19.12,15009
menos10,-96.38,17.06,20560
menos10,-101.24,21.02,11015
menos10,-98.26,17.48,20152
menos10,-96.91,17.52,20478
menos10,-104.31,21.03,18006
menos10,-97.94,18.50,21169
menos10,-116.29,32.43,2003
menos10,-98.18,19.54,29003
menos10,-103.93,19.55,14099
menos10,-98.18,19.01,21114
menos10,-116.06,31.52,2001
menos10,-107.97,27.84,8041
menos10,-99.60,20.02,15045
menos10,-108.99,29.01,26052
menos10,-99.60,18.52,12055
menos10,-100.41,18.94,15123
menos10,-98.90,17.51,12010
menos10,-98.44,20.21,13001
menos10,-92.38,16.11,7083
menos10,-98.09,17.35,20348
menos10,-101.02,19.87,16003
menos10,-100.61,28.78,5025
menos10,-102.00,21.15,14109
menos10,-97.43,18.73,21099
menos10,-97.47,17.31,20258
menos10,-99.18,18.81,17008
menos10,-97.19,18.99,30127
menos10,-102.26,20.03,16108
menos10,-96.94,18.20,20142
menos10,-107.78,25.36,25013
menos10,-103.63,19.12,6002
menos10,-99.49,26.05,19035
menos10,-92.81,16.55,7002
menos10,-100.36,25.90,19010
menos10,-99.11,17.52,12028
menos10,-107.98,27.23,8065
menos10,-99.37,20.75,13084
menos10,-102.21,19.06,16064
menos10,-108.33,29.33,8040
menos10,-99.39,19.62,15060
menos10,-100.26,19.06,15116
menos10,-97.75,17.43,20210
menos10,-102.22,20.30,16106
menos10,-96.36,16.87,20551
menos10,-108.52,27.46,8020
menos10,-97.38,19.32,21067
menos10,-89.68,21.66,31059
menos10,-102.47,20.27,16105
menos10,-98.61,18.82,21022
menos10,-96.55,17.01,20550
menos10,-96.72,17.20,20084
menos10,-102.88,20.11,16074
menos10,-108.27,27.39,8030
menos10,-97.49,18.14,21027
menos10,-104.08,21.06,14040
menos10,-96.73,17.16,20293
menos10,-108.20,28.15,8051
menos10,-102.29,21.27,14073
menos10,-102.54,20.55,14013
menos10,-104.17,20.15,14090
menos10,-98.63,18.51,21051
menos10,-110.24,30.99,26019
menos10,-92.99,16.34,7122
menos10,-100.13,25.07,19043
menos10,-99.83,20.12,15003
menos10,-99.41,23.48,28017
menos10,-98.20,19.17,29041
menos10,-99.39,19.51,15046
menos10,-107.69,26.95,8008
menos10,-102.32,19.93,16043
menos10,-98.75,20.22,13038
menos10,-100.62,18.66,12027
menos10,-103.94,20.71,14003
menos10,-99.99,19.44,15114
menos10,-97.05,17.49,20463
menos10,-100.66,25.81,19018
menos10,-107.14,29.30,8048
menos10,-97.90,17.74,20237
menos10,-99.71,18.13,12017
menos10,-98.90,19.09,15050
menos10,-109.40,27.08,26042
menos10,-101.08,28.33,5019
menos10,-103.57,20.23,14119
menos10,-99.26,18.94,17007
menos10,-100.36,25.82,19021
menos10,-104.08,19.91,14034
menos10,-99.83,19.41,15005
menos10,-97.17,17.12,20217
menos10,-102.93,20.46,14123
menos10,-104.55,23.00,10014
menos10,-106.07,26.00,10009
menos10,-99.21,19.20,9012
menos10,-99.78,22.94,28039
menos10,-107.25,27.15,8027
menos10,-108.56,25.53,25011
menos10,-107.76,24.72,25018
menos10,-104.01,20.81,14007
menos10,-99.61,18.70,12049
menos10,-98.45,18.90,21019
menos10,-97.53,25.61,28022
menos10,-103.72,20.85,14005
menos10,-102.02,20.97,14072
menos10,-98.40,17.98,21191
menos10,-95.47,16.52,20418
menos10,-109.32,28.03,26051
menos10,-102.34,20.49,14016
menos10,-98.81,20.57,13037
menos10,-98.16,18.76,21150
menos10,-98.86,18.85,17030
menos10,-98.31,18.05,21155
menos10,-104.26,19.99,14110
menos10,-97.00,17.29,20487
menos10,-96.61,16.79,20368
menos10,-103.16,21.20,32033
menos10,-98.09,19.38,29038
menos10,-103.99,22.22,14061
menos10,-103.05,20.64,14124
menos10,-101.50,19.89,16037
menos10,-108.88,27.05,26003
menos10,-97.83,19.19,21104
menos10,-96.60,16.89,20219
menos10,-102.58,19.20,16012
menos10,-104.12,20.74,14036
menos10,-100.76,18.57,16077
menos10,-104.15,21.54,18019
menos10,-97.43,18.98,21045
menos10,-101.22,18.34,12073
menos10,-97.54,18.84,21110
menos10,-96.73,16.60,20028
menos10,-98.97,25.48,19013
menos10,-108.74,28.15,8047
menos10,-100.45,18.28,12067
menos10,-108.09,28.71,8063
menos10,-97.83,22.28,28009
menos10,-103.07,20.12,14096
menos10,-101.27,21.97,24046
menos10,-104.04,20.05,14052
menos10,-99.22,18.58,17012
menos10,-97.69,17.23,20397
menos10,-98.71,18.03,21081
menos10,-100.10,18.44,12031
menos10,-108.08,25.42,25015
menos10,-98.51,17.90,12070
menos10,-97.83,18.48,21082
menos10,-99.36,19.17,15043
menos10,-98.14,17.56,20537
menos10,-106.06,25.45,10035
menos10,-99.68,21.99,24005
menos10,-102.30,20.77,14008
menos10,-99.64,21.41,22003
menos10,-96.73,16.33,20353
menos10,-102.49,21.19,14046
menos10,-100.16,21.03,11040
menos10,-102.85,22.30,32055
menos10,-99.57,23.27,28031
menos10,-100.39,24.76,19017
menos10,-101.23,21.50,11030
menos10,-106.54,26.75,8007
menos10,-101.39,28.81,5038
menos10,-96.57,19.01,30007
menos10,-103.71,20.39,14114
menos10,-101.36,19.90,16027
menos10,-97.03,18.11,20244
menos10,-101.70,19.93,16044
menos10,-98.85,25.80,19020
menos10,-97.57,17.47,20499
menos10,-100.15,19.62,15124
menos10,-108.97,28.42,26069
menos10,-98.55,17.81,12033
menos10,-102.93,21.14,14118
menos10,-99.63,19.08,15090
menos10,-99.77,18.46,12037
menos10,-99.74,23.90,19024
menos10,-101.78,20.00,16063
menos10,-97.37,17.00,20255
menos10,-99.26,20.32,13019
menos10,-99.27,26.09,19003
menos10,-100.30,19.63,16005
menos10,-96.30,16.78,20131
menos10,-100.44,18.43,12064
menos10,-101.90,28.40,5020
menos10,-97.45,18.46,21156
menos10,-99.30,18.55,17017
menos10,-96.65,16.35,20059
menos10,-100.03,21.96,24024
menos10,-99.20,20.53,13030
menos10,-102.75,19.98,16045
menos10,-101.04,18.97,16013
menos10,-99.67,20.23,13044
menos10,-98.64,26.14,28015
menos10,-100.21,21.37,11043
menos10,-99.96,25.87,19034
menos10,-97.94,19.10,21001
menos10,-100.20,22.29,24052
menos10,-99.18,20.31,13050
menos10,-101.44,19.99,16054
menos10,-99.07,18.14,12008
menos10,-108.51,27.86,8066
menos10,-99.25,18.23,12034
menos10,-100.31,20.40,22008
menos10,-101.93,20.93,11025
menos10,-103.50,21.05,14071
menos10,-101.19,26.90,5018
menos10,-102.89,20.27,14066
menos10,-99.90,21.58,24027
menos10,-100.39,21.00,11032
menos10,-100.21,18.87,15082
menos10,-101.39,28.06,5032
menos10,-95.62,16.62,20440
menos10,-109.36,27.58,26049
menos10,-98.78,17.90,12045
menos10,-99.11,18.98,17020
menos10,-109.31,29.76,26028
menos10,-100.93,21.15,11014
menos10,-98.86,26.18,28007
menos10,-108.82,30.31,26010
menos10,-101.62,18.69,16029
menos10,-105.22,25.55,10018
menos10,-96.48,16.45,20235
menos10,-99.06,20.60,13015
menos10,-110.82,30.03,26045
menos10,-102.38,20.99,14078
menos10,-100.28,22.44,24008
menos10,-109.01,30.62,26015
menos10,-103.61,20.43,14002
menos10,-100.21,22.02,24011
menos10,-100.46,22.17,24030
menos10,-101.11,18.65,16038
menos10,-101.13,25.03,5030
menos10,-104.20,19.80,14037
menos10,-99.95,20.55,22017
menos10,-97.10,17.95,20431
menos10,-95.93,16.43,20122
menos10,-99.58,18.23,12035
menos10,-99.32,21.00,13047
menos10,-103.49,20.79,14120
menos10,-101.92,18.84,16035
menos10,-98.92,18.31,21087
menos10,-100.39,28.10,5012
menos10,-99.47,18.10,12059
menos10,-109.61,28.79,26061
menos10,-110.27,30.06,26013
menos10,-97.04,17.39,20161
menos10,-98.83,19.25,15025
menos10,-102.51,20.76,14125
menos10,-100.48,25.57,19048
menos10,-102.01,29.43,5002
menos10,-99.60,26.58,19040
menos10,-97.03,17.05,20426
menos10,-99.11,18.70,17024
menos10,-109.33,30.23,26067
menos10,-100.85,21.44,11029
menos10,-101.11,19.98,16020
menos10,-100.79,26.29,19037
menos10,-102.72,20.81,14093
menos10,-103.92,21.88,14019
menos10,-98.95,17.75,12002
menos10,-100.42,27.05,19032
menos10,-109.13,25.90,25001
menos10,-103.69,22.03,14115
menos10,-105.04,24.85,10039
menos10,-102.93,21.77,32018
menos10,-100.95,29.00,5014
menos10,-109.20,31.10,26002
menos10,-99.67,27.48,28027
menos10,-101.02,27.42,5026
menos10,-104.94,24.51,10001
menos10,-98.68,20.35,13012
menos10,-97.12,18.25,21035
menos10,-104.15,23.44,10033
menos10,-100.05,27.84,5013
menos10,-100.30,22.87,24017
menos10,-103.75,22.78,32049
menos10,-101.23,20.18,11046
menos10,-103.42,20.48,14097
menos10,-103.78,21.60,14076
menos10,-100.80,26.85,5005
menos10,-99.05,17.98,12019
menos10,-105.67,26.18,10025
menos10,-100.00,20.37,22016
menos10,-100.74,20.93,11003
menos10,-98.37,25.81,28032
menos10,-109.38,29.98,26032
menos10,-100.03,27.34,19005
menos10,-110.80,29.46,26056
menos10,-109.74,23.27,3008
menos10,-99.66,20.79,22004
menos10,-99.48,26.90,28014
menos10,-101.88,21.49,14053
menos10,-108.20,30.19,8013
menos10,-108.85,29.64,26040
menos10,-108.45,30.85,8035
menos10,-101.82,20.40,11023
menos10,-98.04,25.74,28033
menos10,-109.89,27.79,26018
menos10,-107.56,28.39,8031
menos10,-114.51,29.38,2006
menos10,-105.64,30.83,8028
menos10,-98.62,17.56,12066
menos10,-101.88,20.71,11008
menos10,-111.47,29.02,26030
menos10,-113.22,27.29,3002
menos10,-102.89,27.96,5023
menos10,-111.81,25.53,3001
menos10,-106.38,30.45,8001
menos10,-110.62,24.17,3003
menos10,-104.42,28.03,8011
menos10,-107.52,31.33,8005
menos10,-101.92,24.35,32026
menos10,-105.21,29.76,8015
menos10,-112.54,30.82,26017
menos10,-104.39,27.08,8036
menos10,-102.30,26.70,5007
menos10,-102.11,25.50,5024
menos10,-115.33,32.17,2002
menos10,-112.09,29.95,26047
menos10,-105.59,29.07,8002
menos10,-114.35,32.02,26055
menos10,-106.23,29.00,8019
menos10,-107.12,30.06,8010
menos10,-110.63,28.14,26029
menos10,-103.61,27.48,5034
menos10,-104.13,26.15,10013
menos10,-102.72,26.08,5033
menos10,-104.52,29.36,8052
menos10,-101.28,25.91,5027
menos10,-102.18,23.60,32051
menos10,-101.97,27.84,5031
menos10,-113.29,31.53,26048
menos10,-103.70,24.69,10004
menos10,-103.00,23.24,32010
menos10,-103.82,28.93,8042
menos10,-100.31,23.86,19014
menos10,-102.81,24.14,32014
menos10,-103.63,26.34,10036
menos10,-104.82,26.09,10010
menos10,-111.45,25.95,3009
menos10,-111.92,31.18,26004
menos10,-102.92,25.22,5036
menos10,-101.68,23.35,24033
menos10,-110.38,28.72,26021
menos10,-105.05,28.54,8038
menos10,-112.91,31.72,26070
menos10,-105.68,26.48,10017
menos10,-106.95,28.72,8017
menos10,-103.61,23.64,32042
menos10,-106.56,31.45,8037
menos10,-106.19,27.78,8061
menos10,-101.39,26.59,5006
menos10,-101.53,22.27,32038
menos10,-110.33,29.34,26066
menos10,-110.19,30.41,26006
menos10,-105.34,28.00,8062
menos10,-111.58,30.31,26064
menos10,-105.81,27.49,8067
menos10,-107.72,29.72,8034
menos10,-103.18,26.32,5009
menos10,-100.91,24.11,24044
menos10,-109.65,30.85,26027
menos10,-101.55,25.52,5011
menos10,-107.73,30.53,8050
menos10,-111.07,29.72,26020
menos10,-107.06,27.81,8012
menos10,-105.00,25.73,10011
menos10,-101.92,22.93,24049
menos10,-100.69,27.66,5015
menos10,-101.24,24.45,32007
menos10,-102.72,24.65,10027
menos10,-104.08,25.25,10015
menos10,-106.62,28.81,8054
menos10,-109.67,29.27,26057
menos10,-110.75,30.85,26035
menos10,-103.21,24.76,10006
menos10,-101.12,23.22,24015
menos10,-103.69,25.48,10012
menos10,-105.31,27.09,8003
menos10,-109.81,30.07,26023
menos10,-106.68,27.42,8049
